user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
4315,7852fdaf-a113-49b4-925a-5181a5593677,20,Male,Qassim,King Khalid University,Computer Science,4,With Family,1000,0,0,1000,878.27,Phone,4500,12,Disciplined
4316,838046bc-5bb9-4243-9dc0-4fce023bc975,24,Female,Riyadh,King Abdulaziz University,Medicine,1,With Family,1000,0,200,1200,1121.51,Emergency Fund,6000,3,Disciplined
4317,cab08597-2448-469f-bcb6-1691af5dd8e0,24,Female,Jeddah,Qassim University,Business Administration,1,With Family,1500,0,0,1500,1373.28,Investment,10000,12,Balanced
4318,1682bd16-8e58-44aa-beff-4e8e7555cbde,18,Female,Makkah,Umm Al-Qura University,Electrical Engineering,5,With Family,1500,1200,0,2700,2432.23,Emergency Fund,6000,6,Balanced
4319,841fd8f2-6a0c-4181-bb5a-bcdd9ac3283d,19,Male,Tabuk,King Khalid University,Software Engineering,4,With Family,1500,800,0,2300,1842.22,Car,25000,9,Coffee Lover
4320,2d71a9fc-c662-4ef1-bf3e-3fa3425483c7,23,Female,Riyadh,Taibah University,Computer Science,3,With Family,1500,0,0,1500,1171.31,Investment,10000,6,Coffee Lover
4321,3931991e-a8c8-4c68-a242-70cfe61c06af,24,Female,Madinah,Taibah University,Software Engineering,5,Dorm,1000,0,0,1000,937.4,Phone,4500,12,Coffee Lover
4322,7c223968-2b2d-4160-8eda-91ee0934b3fd,18,Male,Jeddah,Taibah University,Nursing,4,With Family,0,0,200,200,165.32,Gaming PC,8000,3,Disciplined
4323,3c9adfb0-2377-4b0e-ac72-5c334080d506,24,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Medicine,2,With Family,990,0,400,1390,1138.04,Gaming PC,8000,6,Disciplined
4324,a5de2045-26dc-489f-a28a-9e5342c634a9,24,Male,Jeddah,King Abdulaziz University,Mechanical Engineering,1,With Family,1000,0,700,1700,1362.66,Travel,4000,3,Shopaholic
4325,8e5387b1-e1c1-42a9-be8d-9e676af622c9,23,Female,Abha,King Abdulaziz University,Business Administration,3,With Family,990,1200,0,2190,1982.56,Emergency Fund,6000,9,Coffee Lover
4326,d0d5a458-48f8-420f-8d3d-e7fd2d395de0,23,Male,Dammam,Qassim University,Information Systems,5,Alone,1000,0,0,1000,911.78,Car,25000,9,Social Spender
4327,d08400ad-11e5-4123-97b0-9b90fd8f67c9,21,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Computer Science,4,With Family,990,0,200,1190,948.75,Gaming PC,8000,6,Shopaholic
4328,25add8c3-f914-4178-8d86-802bd88311b6,25,Male,Riyadh,Qassim University,Nursing,5,Dorm,1500,1800,0,3300,2836.13,Travel,4000,6,Balanced
4329,f2356e40-b9d8-4694-a5e0-3fee386b09c5,18,Female,Jeddah,Princess Nourah University,Cybersecurity,4,With Family,1000,0,0,1000,858.08,Car,25000,3,Impulsive
4330,7599cc9b-88c6-42bb-81d8-5718cce363cf,23,Male,Makkah,King Khalid University,Software Engineering,2,Dorm,990,500,0,1490,1254.76,Car,25000,12,Tech Enthusiast
4331,18a8edf0-27e5-42ed-9cd9-a08027d05e5e,25,Female,Jeddah,Umm Al-Qura University,Mechanical Engineering,5,With Family,0,0,0,0,0.0,Gaming PC,8000,9,Improving
4332,e9fe8baa-3b0e-4e73-a6c7-a49cc9104836,21,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,5,With Family,1500,500,0,2000,1512.21,Laptop,5000,3,Balanced
4333,1352287a-6636-4cf3-b80c-7ff97b099c78,24,Female,Madinah,Princess Nourah University,Electrical Engineering,1,Shared Apartment,1500,0,0,1500,1354.69,Investment,10000,6,Budget Student
4334,1a49884e-1b32-439e-a568-3005c1e5c5ba,24,Female,Tabuk,King Abdulaziz University,Mechanical Engineering,2,Alone,1500,0,700,2200,1764.2,Investment,10000,12,Shopaholic
4335,5d8e6456-79ce-4791-8a99-1ff2a8da8649,19,Female,Qassim,Prince Sattam bin Abdulaziz University,Accounting,4,With Family,1000,0,0,1000,929.54,Laptop,5000,6,Balanced
4336,fad37fc5-8833-4e07-be62-6419505806f8,24,Male,Qassim,Imam Mohammad Ibn Saud Islamic University,Software Engineering,2,With Family,990,800,0,1790,1396.07,Travel,4000,12,Shopaholic
4337,119802e3-569b-4493-ae63-c70645a22a5e,24,Male,Qassim,Prince Sattam bin Abdulaziz University,Computer Science,2,With Family,990,2500,200,3690,3293.03,Gaming PC,8000,3,Disciplined
4338,c4b88f9d-c0f8-4240-affa-df7bf3aaffdf,25,Male,Qassim,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,1,With Family,990,0,700,1690,1550.23,Laptop,5000,12,Budget Student
4339,3cc2d781-d3f3-4581-8c09-6c28b0137b6b,21,Male,Jeddah,King Fahd University of Petroleum and Minerals,Computer Science,5,Alone,990,0,200,1190,1071.87,Emergency Fund,6000,6,Disciplined
4340,84f00cc6-d96f-4956-a873-d5e8f7af5782,21,Male,Qassim,King Saud University,Artificial Intelligence,3,Shared Apartment,1000,0,0,1000,758.3,Laptop,5000,12,Improving
4341,67bb88b6-743c-42a8-87e1-7756cc8c3b43,20,Female,Makkah,Prince Sattam bin Abdulaziz University,Business Administration,1,With Family,990,800,0,1790,1474.66,Emergency Fund,6000,3,Tech Enthusiast
4342,8c07e44d-f11c-47cb-8a6d-4533b6738887,23,Female,Qassim,King Khalid University,Mechanical Engineering,2,With Family,1000,2500,0,3500,3257.91,Travel,4000,3,Tech Enthusiast
4343,ab0ae546-a1ee-47ba-b78d-60c1b4c2d875,22,Female,Tabuk,King Fahd University of Petroleum and Minerals,Mechanical Engineering,4,Alone,990,500,0,1490,1339.72,Gaming PC,8000,6,Shopaholic
4344,c256a2c5-2162-4238-be66-cf10972864de,23,Female,Dammam,Princess Nourah University,Software Engineering,1,Dorm,0,2500,0,2500,2173.35,Investment,10000,9,Balanced
4345,736436d0-1285-42cb-b1b7-f05c71ce2848,25,Female,Qassim,Princess Nourah University,Cybersecurity,3,With Family,990,0,0,990,939.98,Emergency Fund,6000,6,Tech Enthusiast
4346,65e49c3c-71b1-41d6-ba67-e7ea71872ee1,22,Male,Makkah,Umm Al-Qura University,Law,3,Dorm,1000,800,0,1800,1441.26,Laptop,5000,12,Balanced
4347,887befb5-4fa7-405a-a196-09e0a9c15b3b,23,Female,Madinah,Umm Al-Qura University,Medicine,3,Dorm,1000,0,0,1000,921.16,Investment,10000,3,Balanced
4348,06e0818b-9bdf-4ec8-8568-a1b42b6b2e11,22,Female,Madinah,King Saud University,Accounting,1,With Family,0,0,200,200,165.53,Emergency Fund,6000,3,Shopaholic
4349,7f2f6b58-2685-40e4-bbba-dd126bbbdce2,20,Male,Riyadh,King Abdulaziz University,Computer Science,4,With Family,990,0,0,990,780.91,Gaming PC,8000,3,Balanced
4350,7c867c3d-0b15-44ba-a508-35c05eac4e01,24,Female,Qassim,King Saud University,Business Administration,2,Dorm,0,1800,0,1800,1558.18,Phone,4500,9,Balanced
4351,e6861f2a-5777-4140-9be8-a8b4f79907e2,25,Male,Makkah,King Abdulaziz University,Business Administration,2,Alone,990,800,0,1790,1392.58,Investment,10000,9,Shopaholic
4352,4279d64f-0e72-48aa-abe7-0382512c5526,18,Female,Jeddah,Qassim University,Information Systems,4,With Family,1000,1200,200,2400,1865.82,Investment,10000,6,Social Spender
4353,c1341023-fb65-42e8-bbae-c64f5daed7d6,22,Female,Madinah,Umm Al-Qura University,Electrical Engineering,3,With Family,990,800,200,1990,1762.05,Travel,4000,12,Social Spender
4354,69c96b97-0e44-4aa9-985b-ffc7b15e6e8d,19,Male,Qassim,Princess Nourah University,Cybersecurity,4,With Family,0,800,0,800,692.89,Car,25000,12,Balanced
4355,c7814b5d-5e8f-44be-b7fd-a759f87d8c65,22,Female,Riyadh,Taibah University,Cybersecurity,4,With Family,1500,800,0,2300,1866.52,Laptop,5000,6,Tech Enthusiast
4356,7b0a4e9c-e868-4e07-ae99-be53a67c1d4f,18,Male,Dammam,Princess Nourah University,Finance,5,With Family,1500,1200,0,2700,2254.36,Travel,4000,6,Impulsive
4357,58dfbb52-960a-40b7-8a77-0d1173eb2c10,23,Male,Jeddah,King Abdulaziz University,Nursing,1,With Family,1000,0,0,1000,766.58,Travel,4000,6,Shopaholic
4358,871842ba-00cc-445b-8462-8d865acf0160,23,Female,Madinah,Qassim University,Nursing,5,Shared Apartment,990,1200,0,2190,1730.65,Emergency Fund,6000,6,Balanced
4359,5487d6b0-c90a-4154-87c5-5c4e8aefa591,19,Female,Abha,Imam Mohammad Ibn Saud Islamic University,Software Engineering,5,Shared Apartment,1500,0,0,1500,1322.93,Gaming PC,8000,3,Social Spender
4360,7128f71d-e7ee-446c-b156-a5dc92a56ee8,22,Female,Jeddah,Umm Al-Qura University,Finance,1,Shared Apartment,990,2500,0,3490,3109.92,Investment,10000,12,Social Spender
4361,0cc931a0-7250-4ded-af1b-c8e5422cb084,25,Male,Jeddah,Prince Sattam bin Abdulaziz University,Mechanical Engineering,4,With Family,990,800,0,1790,1462.02,Emergency Fund,6000,3,Shopaholic
4362,d30f7792-bdf2-4cdb-a726-bc7c4d4de42c,21,Female,Tabuk,Prince Sattam bin Abdulaziz University,Mechanical Engineering,4,Dorm,1000,0,0,1000,848.13,Travel,4000,6,Balanced
4363,97a59173-c1f6-4d46-b1bf-bb59b48caf48,20,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,2,With Family,990,1200,0,2190,1644.83,Gaming PC,8000,12,Disciplined
4364,ae0859b2-f333-476b-b7e7-85cc24cb70af,23,Female,Dammam,Taibah University,Artificial Intelligence,3,With Family,990,800,0,1790,1473.67,Laptop,5000,12,Tech Enthusiast
4365,8898787e-bd3f-4a5a-b286-ec149f5e3176,24,Male,Makkah,Prince Sattam bin Abdulaziz University,Cybersecurity,5,Dorm,1000,0,0,1000,764.12,Investment,10000,9,Shopaholic
4366,559075b7-7163-4fb2-a7d2-f3324262f4d5,25,Female,Qassim,Qassim University,Computer Science,3,Dorm,0,0,0,0,0.0,Laptop,5000,6,Balanced
4367,e347c38f-ec42-4658-9495-1d7e207ae799,20,Female,Jeddah,Qassim University,Computer Science,3,With Family,990,800,0,1790,1430.67,Emergency Fund,6000,3,Coffee Lover
4368,e8e98218-f53d-44c4-8212-6580a4fc9979,18,Female,Makkah,Princess Nourah University,Cybersecurity,5,Dorm,990,1200,400,2590,2334.45,Gaming PC,8000,6,Coffee Lover
4369,7d63ff3e-6cca-481a-b696-23c52c071028,21,Female,Qassim,Taibah University,Electrical Engineering,2,With Family,990,0,200,1190,1069.88,Investment,10000,9,Balanced
4370,398ae0f0-5f78-4f2c-8c8e-423faeda0e55,25,Female,Jeddah,King Abdulaziz University,Electrical Engineering,5,With Family,1000,1200,0,2200,2079.08,Investment,10000,6,Balanced
4371,85b95c34-cede-4cc0-9d09-b3b14cac93e3,25,Female,Jeddah,King Khalid University,Artificial Intelligence,1,With Family,1000,800,200,2000,1720.57,Emergency Fund,6000,6,Budget Student
4372,fb40cfb6-1d2e-4538-9d49-ed6e7e715ae1,18,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Information Systems,3,Shared Apartment,990,1800,200,2990,2802.69,Travel,4000,9,Shopaholic
4373,fd2fb165-f85a-4c10-82e4-62d082626562,24,Female,Tabuk,King Khalid University,Cybersecurity,5,Dorm,0,1200,0,1200,1114.22,Laptop,5000,3,Overspender
4374,826e484c-31b0-4420-9cdd-49692175caaa,18,Female,Tabuk,Prince Sattam bin Abdulaziz University,Finance,4,With Family,0,0,0,0,0.0,Phone,4500,12,Improving
4375,c0c50704-db43-43e7-b4ce-ac89555c37f6,21,Female,Dammam,Taibah University,Computer Science,4,With Family,1500,1200,0,2700,2156.82,Phone,4500,3,Balanced
4376,29c92b57-ae63-45e1-840c-94238bb08aa7,20,Male,Abha,Prince Sattam bin Abdulaziz University,Cybersecurity,3,Dorm,990,500,400,1890,1443.15,Gaming PC,8000,3,Balanced
4377,33582918-0f98-447b-9ae8-efca3f0fdc23,23,Female,Dammam,Prince Sattam bin Abdulaziz University,Computer Science,3,Shared Apartment,1000,500,0,1500,1142.15,Gaming PC,8000,9,Budget Student
4378,828b48a0-27bc-4edc-adb4-6fa9dd7c8d32,24,Female,Riyadh,King Fahd University of Petroleum and Minerals,Medicine,5,With Family,1000,1800,200,3000,2439.43,Gaming PC,8000,6,Tech Enthusiast
4379,b98c2fab-a804-47ef-9b8e-a20894db8502,23,Male,Dammam,King Abdulaziz University,Business Administration,4,With Family,990,800,0,1790,1382.14,Laptop,5000,12,Shopaholic
4380,991b3d2b-fe97-4ece-aa89-7055a0b59cc6,20,Male,Madinah,King Khalid University,Medicine,5,With Family,990,1800,200,2990,2451.72,Phone,4500,12,Impulsive
4381,920fa6ae-b8be-48d0-b12d-7d557cff5198,19,Female,Madinah,Umm Al-Qura University,Mechanical Engineering,2,Alone,1000,1200,200,2400,2185.52,Emergency Fund,6000,3,Balanced
4382,a0e2f63c-f693-4777-b5c7-a8105ffa729a,22,Female,Makkah,Prince Sattam bin Abdulaziz University,Finance,3,With Family,1000,0,0,1000,796.56,Investment,10000,6,Coffee Lover
4383,0caea950-0373-4d55-a457-6b1a1c0ac60c,23,Female,Tabuk,Princess Nourah University,Software Engineering,3,Alone,1500,500,200,2200,1825.54,Investment,10000,3,Impulsive
4384,09783166-4746-4e02-a5d2-23d5f5d8d717,18,Female,Qassim,Umm Al-Qura University,Finance,4,With Family,1500,500,0,2000,1804.97,Gaming PC,8000,3,Coffee Lover
4385,9ef41d3d-3f1c-46d0-aa8f-a76cb45f9bc3,19,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Computer Science,4,With Family,1000,800,0,1800,1544.84,Investment,10000,3,Disciplined
4386,90fcb51d-1fbe-4805-a556-792c338a2353,21,Male,Jeddah,King Khalid University,Nursing,4,Dorm,1000,800,0,1800,1662.62,Emergency Fund,6000,9,Balanced
4387,fd4e6b0b-3a74-45b1-bc2c-2ca95affeb17,22,Female,Tabuk,King Fahd University of Petroleum and Minerals,Medicine,5,Alone,990,1200,0,2190,1881.69,Emergency Fund,6000,9,Balanced
4388,88d6e5d0-ad1b-4d01-9275-e726e1596753,21,Male,Tabuk,Umm Al-Qura University,Artificial Intelligence,1,Shared Apartment,1000,500,200,1700,1402.11,Investment,10000,9,Improving
4389,d1fee6dc-7a5a-45f1-8a8e-bddb9a71c086,25,Male,Jeddah,King Fahd University of Petroleum and Minerals,Law,4,Dorm,1500,1200,200,2900,2510.31,Investment,10000,12,Tech Enthusiast
4390,46b9d7e0-2c93-4c9e-b1de-10947196dcb6,18,Male,Makkah,King Abdulaziz University,Electrical Engineering,4,Shared Apartment,1000,0,0,1000,830.54,Phone,4500,3,Balanced
4391,812ab489-8214-425a-8b41-edc0e787bd5b,21,Female,Tabuk,Umm Al-Qura University,Finance,4,With Family,1000,800,200,2000,1862.98,Emergency Fund,6000,9,Improving
4392,e5f563d7-619d-4258-a4b1-038e7c62f0e6,25,Female,Makkah,Prince Sattam bin Abdulaziz University,Computer Science,5,With Family,990,500,200,1690,1600.6,Gaming PC,8000,12,Budget Student
4393,35e5c4af-2927-4499-a644-07e1aaabdfee,24,Male,Madinah,Prince Sattam bin Abdulaziz University,Computer Science,4,With Family,1000,0,200,1200,928.3,Travel,4000,3,Impulsive
4394,36a570b6-9584-4e75-a9e6-2b7e94ed0d2d,24,Female,Dammam,Taibah University,Electrical Engineering,5,Dorm,1000,1200,0,2200,2016.44,Emergency Fund,6000,6,Balanced
4395,06026f1e-5004-486e-b2f8-e8c638e05686,21,Male,Tabuk,Umm Al-Qura University,Information Systems,3,With Family,1000,0,400,1400,1212.84,Emergency Fund,6000,3,Social Spender
4396,72b2b840-d01a-47e9-ac13-63201413808e,25,Male,Tabuk,Taibah University,Software Engineering,3,Alone,1500,0,0,1500,1300.46,Gaming PC,8000,9,Social Spender
4397,f0f85c92-f29e-4e4b-bf5c-f3fb0ed7b253,21,Female,Abha,Prince Sattam bin Abdulaziz University,Software Engineering,4,With Family,990,1800,0,2790,2107.71,Car,25000,3,Balanced
4398,3b5c208c-44d7-454d-886d-89d7068bd42e,20,Female,Makkah,King Saud University,Computer Science,3,With Family,0,800,0,800,675.11,Travel,4000,12,Shopaholic
4399,912351c8-f227-4164-973d-88fe506775f2,20,Male,Riyadh,Qassim University,Electrical Engineering,3,Dorm,1000,800,0,1800,1574.63,Investment,10000,12,Tech Enthusiast
4400,582f7089-75fd-45e5-bd2b-68fbe5d353b2,18,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,2,With Family,990,0,0,990,817.46,Gaming PC,8000,12,Budget Student
4401,b01e5dd4-960a-4808-b20b-f3db96a56a50,24,Female,Qassim,King Saud University,Law,5,With Family,990,1800,0,2790,2365.33,Investment,10000,12,Disciplined
4402,f28c4ec3-40d4-4303-86f6-26453c68ae3a,18,Female,Tabuk,King Fahd University of Petroleum and Minerals,Medicine,2,Alone,0,0,0,0,0.0,Phone,4500,9,Tech Enthusiast
4403,b70068b4-ed9d-4292-8a13-ec7af0c95a98,19,Female,Tabuk,King Fahd University of Petroleum and Minerals,Medicine,1,Shared Apartment,1000,800,0,1800,1501.89,Gaming PC,8000,12,Social Spender
4404,1571de85-cf3f-4e8b-9546-c34ae285f473,18,Female,Jeddah,King Saud University,Information Systems,1,With Family,990,1800,700,3490,2632.1,Investment,10000,9,Disciplined
4405,eca45cc5-c1b8-4a35-8484-8db4772d7a7f,22,Female,Makkah,Prince Sattam bin Abdulaziz University,Medicine,5,With Family,1000,0,0,1000,803.22,Car,25000,3,Social Spender
4406,d7cc79e8-3c1d-43f3-9842-ecf9d5166c14,22,Male,Qassim,King Khalid University,Mechanical Engineering,3,Alone,1500,500,0,2000,1624.3,Emergency Fund,6000,9,Budget Student
4407,f70399da-5a5d-4283-bf77-141ec7717f73,24,Male,Tabuk,King Abdulaziz University,Software Engineering,2,With Family,1000,500,0,1500,1418.24,Emergency Fund,6000,6,Tech Enthusiast
4408,93fba567-30dd-4440-9cef-3b8aed208b40,25,Female,Jeddah,King Saud University,Electrical Engineering,2,With Family,0,1800,700,2500,1926.17,Car,25000,9,Budget Student
4409,d0c49c17-b414-4798-ae04-d191733b362f,24,Female,Riyadh,King Fahd University of Petroleum and Minerals,Law,1,Dorm,1000,0,0,1000,874.0,Phone,4500,6,Overspender
4410,1d6b9f5f-9c0d-425b-ba4d-924224d8e9fe,19,Female,Qassim,King Abdulaziz University,Nursing,1,Dorm,0,0,0,0,0.0,Car,25000,9,Disciplined
4411,a275e0b5-6f75-4c77-9406-37001bc79e8a,18,Female,Dammam,Taibah University,Cybersecurity,1,With Family,1500,0,0,1500,1289.96,Car,25000,12,Balanced
4412,976c728f-692f-48fa-bf2c-0894a007fc53,20,Female,Abha,King Saud University,Mechanical Engineering,2,Alone,990,1800,0,2790,2380.6,Laptop,5000,3,Disciplined
4413,46e57928-4762-40de-8102-a661b22ef853,20,Male,Dammam,Prince Sattam bin Abdulaziz University,Nursing,2,Dorm,1500,500,200,2200,1769.39,Car,25000,9,Disciplined
4414,5c4205fc-8fe5-4035-a2d7-4bbce71d442a,23,Male,Dammam,King Abdulaziz University,Computer Science,5,With Family,1000,0,400,1400,1157.79,Laptop,5000,9,Budget Student
4415,72b60c6d-1705-438b-bae3-9821fa7f910f,20,Female,Abha,King Khalid University,Software Engineering,3,With Family,990,500,200,1690,1539.62,Car,25000,3,Social Spender
4416,a9b05ed3-c94d-498d-a1da-0ca5e2be20ca,23,Male,Dammam,King Saud University,Medicine,1,Dorm,990,0,200,1190,919.6,Investment,10000,12,Overspender
4417,8de4330e-ecb1-4780-966e-f8d2b7507b3c,21,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Information Systems,3,With Family,0,500,0,500,380.95,Travel,4000,9,Coffee Lover
4418,f305cc8f-a48f-4f32-89a2-f59e3994792e,20,Female,Qassim,King Saud University,Finance,2,Shared Apartment,1000,0,0,1000,845.9,Travel,4000,6,Tech Enthusiast
4419,7d58d803-b7ee-4412-8ea1-d340b90ead16,19,Male,Qassim,King Abdulaziz University,Software Engineering,2,With Family,1000,800,200,2000,1572.43,Gaming PC,8000,12,Social Spender
4420,ef6e4862-f950-4d7e-94e3-8cf4b6a0ede4,20,Female,Riyadh,King Abdulaziz University,Information Systems,3,With Family,990,0,400,1390,1260.94,Emergency Fund,6000,12,Balanced
4421,5fa918b0-f433-4ff4-8005-119f6d57e5d6,20,Male,Jeddah,Prince Sattam bin Abdulaziz University,Mechanical Engineering,2,Dorm,0,0,0,0,0.0,Investment,10000,6,Shopaholic
4422,2c7eb5fe-65b6-4be3-a9c1-c57025a73467,21,Male,Jeddah,Umm Al-Qura University,Nursing,2,With Family,1000,0,0,1000,846.35,Travel,4000,6,Disciplined
4423,fc34362a-0c46-4651-b36d-91e4f92ee687,20,Female,Qassim,Princess Nourah University,Cybersecurity,1,With Family,1000,0,0,1000,920.68,Emergency Fund,6000,12,Social Spender
4424,57142f63-e3bb-408d-b140-5ea355e0f1a0,25,Female,Tabuk,Prince Sattam bin Abdulaziz University,Information Systems,4,Shared Apartment,1000,0,0,1000,897.43,Laptop,5000,12,Shopaholic
4425,634a8c5c-d7c4-4fa8-8a1f-cc0a13e8e369,19,Male,Abha,Prince Sattam bin Abdulaziz University,Software Engineering,2,With Family,990,0,200,1190,1062.68,Investment,10000,9,Balanced
4426,164395e1-afad-40ad-b507-e6333e027ca1,23,Female,Madinah,King Abdulaziz University,Law,2,With Family,1000,0,0,1000,801.1,Investment,10000,6,Balanced
4427,0e4f8e5f-d8c7-49a9-bd77-f430d49039c8,19,Male,Dammam,Princess Nourah University,Finance,1,Alone,1000,500,0,1500,1392.62,Travel,4000,12,Balanced
4428,62e08a81-f097-43d7-bdd2-950e2b26000f,24,Female,Tabuk,King Saud University,Medicine,4,Dorm,990,0,0,990,905.73,Gaming PC,8000,9,Balanced
4429,ba03c91e-c240-4f4e-9c0c-141d2b18bdb1,19,Female,Tabuk,Umm Al-Qura University,Cybersecurity,3,With Family,1500,1800,0,3300,2656.74,Car,25000,3,Budget Student
4430,bbcc98fd-651b-4379-b491-8c46af6480e2,24,Male,Jeddah,King Khalid University,Medicine,5,Shared Apartment,1000,0,400,1400,1184.49,Laptop,5000,9,Coffee Lover
4431,cc12d17b-4835-4f7e-a715-8d33ed017b25,19,Female,Jeddah,Qassim University,Artificial Intelligence,5,With Family,1000,0,0,1000,872.91,Gaming PC,8000,12,Disciplined
4432,7b7ac70f-6e7a-4605-8045-d426c49a6f03,24,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,1,With Family,990,0,0,990,931.61,Gaming PC,8000,3,Budget Student
4433,007f24ce-08dc-4186-8ab5-0d3ea443a5ad,22,Male,Abha,King Abdulaziz University,Artificial Intelligence,4,Shared Apartment,1500,0,0,1500,1401.71,Travel,4000,3,Tech Enthusiast
4434,8e2181b2-2ffd-4858-b7b8-6bb749d5e119,22,Female,Makkah,King Khalid University,Computer Science,5,With Family,0,800,700,1500,1182.79,Investment,10000,6,Balanced
4435,b9d0c41c-19c8-4876-abc9-779082e36023,23,Male,Makkah,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,1,Alone,990,0,0,990,927.23,Gaming PC,8000,9,Impulsive
4436,28c29eac-fdf2-453e-998b-dba8003ce036,21,Female,Abha,Princess Nourah University,Accounting,5,With Family,990,0,0,990,844.77,Car,25000,6,Tech Enthusiast
4437,7f5c66f8-4940-4ac2-9ce6-b13467b9dba4,18,Female,Makkah,King Khalid University,Finance,1,With Family,990,1200,0,2190,1882.86,Phone,4500,9,Disciplined
4438,9cac547f-729c-468a-a170-a68596347e68,23,Female,Madinah,King Fahd University of Petroleum and Minerals,Business Administration,2,Shared Apartment,1000,800,200,2000,1843.54,Emergency Fund,6000,6,Shopaholic
4439,9437f0c5-fe14-45fd-bee2-bcc0227f0daa,24,Female,Abha,Prince Sattam bin Abdulaziz University,Artificial Intelligence,1,With Family,0,0,0,0,0.0,Emergency Fund,6000,9,Disciplined
4440,1d8eb3af-5aa6-4736-ab82-776efe37cb0d,18,Male,Jeddah,Princess Nourah University,Law,5,With Family,990,500,0,1490,1151.29,Phone,4500,6,Shopaholic
4441,ccc6320b-cecd-49ff-ad32-d97499ff8fb7,18,Female,Tabuk,King Fahd University of Petroleum and Minerals,Finance,2,Dorm,1000,800,400,2200,1886.24,Laptop,5000,3,Coffee Lover
4442,a4af01e2-1970-42ea-981f-8341411ed820,19,Male,Tabuk,Prince Sattam bin Abdulaziz University,Computer Science,4,Dorm,0,500,0,500,469.58,Car,25000,3,Budget Student
4443,1ab1c02e-fc53-481c-bd36-828597c57639,18,Female,Qassim,Taibah University,Cybersecurity,3,With Family,990,1800,0,2790,2543.07,Travel,4000,9,Tech Enthusiast
4444,89114ee1-3ee6-4864-ac5f-f00f7e1bb386,23,Female,Tabuk,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,4,With Family,1000,0,0,1000,919.67,Phone,4500,3,Improving
4445,d5710757-559e-4c3e-8f2c-4f3ee79cca23,19,Female,Dammam,Princess Nourah University,Software Engineering,5,With Family,1500,0,0,1500,1285.37,Gaming PC,8000,3,Balanced
4446,59d0d949-c4fb-4293-b64b-60a87b4b2e81,19,Male,Abha,Umm Al-Qura University,Software Engineering,3,With Family,1000,0,0,1000,923.45,Emergency Fund,6000,12,Social Spender
4447,dcf9f1e6-76ae-49ff-a154-e9edc88eb045,18,Female,Qassim,King Khalid University,Mechanical Engineering,4,With Family,1000,0,0,1000,853.05,Phone,4500,9,Social Spender
4448,50944e07-849e-430c-b0da-7a6d01cedb58,22,Female,Dammam,King Khalid University,Business Administration,3,With Family,990,1200,0,2190,1732.64,Investment,10000,12,Balanced
4449,d461c32d-91b8-45a5-a7be-3581124e0cd2,22,Female,Jeddah,Qassim University,Law,4,Shared Apartment,990,0,0,990,772.51,Laptop,5000,9,Improving
4450,6892893f-84e1-4fd3-befa-e3218f742050,19,Male,Jeddah,King Khalid University,Artificial Intelligence,1,Shared Apartment,990,0,0,990,764.0,Laptop,5000,6,Tech Enthusiast
4451,bb6a1d10-4270-4ff6-bf18-61f66bb9fd8b,25,Female,Jeddah,Prince Sattam bin Abdulaziz University,Accounting,3,With Family,990,500,200,1690,1408.65,Laptop,5000,6,Coffee Lover
4452,5625bbf2-7e8d-486a-acbf-803bdbd72adf,25,Male,Qassim,King Fahd University of Petroleum and Minerals,Software Engineering,3,With Family,990,800,200,1990,1874.8,Phone,4500,9,Balanced
4453,cd2368bd-04fe-45e7-9667-27e0fec81a3c,22,Female,Tabuk,Qassim University,Computer Science,1,Dorm,990,800,0,1790,1452.36,Gaming PC,8000,3,Shopaholic
4454,d8761705-eac4-43d7-9303-7ace7d57a275,21,Female,Jeddah,King Fahd University of Petroleum and Minerals,Software Engineering,3,With Family,1500,0,0,1500,1360.87,Laptop,5000,9,Tech Enthusiast
4455,d167ecb3-80ab-4dc1-9655-20a394729d8d,24,Female,Tabuk,King Saud University,Medicine,3,With Family,1500,0,0,1500,1235.68,Car,25000,9,Tech Enthusiast
4456,2b2ff6fb-0b9e-4d52-a2d8-82151722ef9e,25,Female,Abha,King Fahd University of Petroleum and Minerals,Accounting,1,With Family,990,0,200,1190,961.93,Car,25000,3,Improving
4457,33c6a154-47f3-421c-afd6-32fb4fa64528,22,Male,Jeddah,King Fahd University of Petroleum and Minerals,Computer Science,4,With Family,1000,0,0,1000,868.72,Laptop,5000,9,Balanced
